txn_id,src_account_id,dst_account_id,merchant_id,amount,currency,channel,ts,status
T-22231,A-2090,A-3721,M-3339,20.19,USD,CASH,2024-11-19 12:09:08,PENDING
T-22232,A-3703,A-3670,M-3164,9.45,USD,CASH,2024-08-13,APPROVED
T-22233,A-2430,A-4083,M-3353,23.26,USD,CASH,2025-02-25T04:36:00,APPROVED
T-22234,A-4871,A-2513,M-3259,12.11,USD,CASH,2024-05-24T14:48:31,APPROVED
T-22235,A-2425,A-2410,M-3282,4.14,USD,ATM,2024-04-29,APPROVED
T-22236,A-5229,A-3485,M-3177,21.09,USD,CASH,03/13/2025 05:33,APPROVED
T-22237,A-3098,A-3650,M-3340,10.7,USD,ECOM,04/20/2024 11:55,APPROVED
T-22238,A-2136,A-4106,M-3183,17.24,USD,CASH,07/10/2025 22:53,APPROVED
T-22239,A-2788,A-2972,M-3182,45.06,USD,POS,2025-07-12 11:55:37,APPROVED
T-22240,A-3946,A-2027,M-3083,198.23,USD,ATM,2024-10-26T11:49:41,APPROVED
T-22241,A-2009,A-2349,M-3425,81.98,USD,WIRE,2025-04-19,APPROVED
T-22242,A-3701,A-2076,M-3155,4.49,USD,ATM,02/26/2025 04:18,APPROVED
T-22243,A-4325,A-4800,M-3480,2.66,USD,CASH,2025-04-11,APPROVED
T-22244,A-3172,A-3220,M-3322,10.71,USD,ECOM,05/01/2024,APPROVED
T-22245,A-4182,A-3504,M-3427,9.07,USD,ECOM,04/09/2024,APPROVED
T-22246,A-4691,A-2313,M-3230,16.62,USD,ECOM,11/15/2024 06:22,APPROVED
T-22247,A-4112,A-2172,M-3133,76.84,USD,CASH,2025-02-05T09:14:26,APPROVED
T-22248,A-2020,A-4483,M-3487,33.44,USD,WIRE,2025-07-10 17:21:25,APPROVED
T-22249,A-3953,A-4154,M-3189,14.08,USD,CASH,12/27/2024,APPROVED
T-22250,A-3149,A-2300,M-3113,19.77,USD,POS,2024-12-19,APPROVED
T-22251,A-4051,A-2728,M-3062,2.76,USD,ECOM,05/10/2024 08:41,APPROVED
T-22252,A-2797,A-3323,M-3103,8.54,USD,WIRE,10/13/2024 05:16,APPROVED
T-22253,A-4054,A-5086,M-3399,57.2,USD,CASH,2024-01-23T08:47:25,APPROVED
T-22254,A-2988,A-3808,M-3057,143.98,USD,ECOM,03/14/2024,APPROVED
T-22255,A-4974,A-2913,M-3144,11.71,USD,ATM,05/17/2025,APPROVED
T-22256,A-2226,A-2577,M-3309,29.4,USD,POS,2025-02-28,APPROVED
T-22257,A-2892,A-3890,M-3434,67.58,USD,ATM,11/12/2024 12:58,APPROVED
T-22258,A-3473,A-4043,M-3279,19.13,USD,WIRE,2024-09-10 19:07:15,DECLINED
T-22259,A-4118,A-4220,M-3489,98.1,USD,ECOM,07/12/2024,APPROVED
T-22260,A-4253,A-2899,M-3163,55.06,USD,POS,2025-04-15,APPROVED
T-22261,A-3564,A-3214,M-3222,9.63,USD,POS,07/07/2024,APPROVED
T-22262,A-5166,A-4292,M-3057,8.4,USD,POS,05/23/2025,APPROVED
T-22263,A-5142,A-3368,M-3211,56.52,USD,WIRE,2024-09-09 09:03:53,APPROVED
T-22264,A-2882,A-4436,M-3495,56.34,USD,ECOM,05/03/2025 00:40,APPROVED
T-22265,A-4886,A-2452,M-3107,5.78,USD,ATM,2024-11-16,APPROVED
T-22266,A-4329,A-3667,M-3349,1.64,USD,POS,2025-04-16 12:26:14,APPROVED
T-22267,A-2334,A-3399,M-3015,13.02,USD,POS,2024-01-08T16:15:29,APPROVED
T-22268,A-3759,A-5245,M-3325,47.24,USD,ECOM,01/11/2025 21:14,APPROVED
T-22269,A-2344,A-2493,M-3163,73.82,USD,POS,2024-08-01T08:06:30,APPROVED
T-22270,A-4112,A-3562,M-3003,94.32,USD,POS,02/24/2024 18:22,PENDING
T-22271,A-4216,A-4332,M-3333,8.29,USD,ATM,07/25/2024 18:02,APPROVED
T-22272,A-3857,A-3964,M-3284,23.13,USD,ATM,03/11/2024,APPROVED
T-22273,A-2247,A-2453,M-3023,3.12,USD,POS,2024-10-27T19:31:34,APPROVED
T-22274,A-2709,A-3477,M-3463,6.8,USD,ATM,2025-03-04T22:39:58,APPROVED
T-22275,A-2772,A-5092,M-3284,76.1,USD,ECOM,2024-08-02 14:49:17,APPROVED
T-22276,A-4171,A-4530,M-3050,121.62,USD,ECOM,02/19/2024 10:22,APPROVED
T-22277,A-3413,A-3883,M-3296,45.75,USD,POS,06/15/2025,APPROVED
T-22278,A-3431,A-4929,M-3229,8.37,USD,ECOM,05/09/2025,APPROVED
T-22279,A-2198,A-3486,M-3350,16.78,USD,ATM,2024-12-15 16:29:01,APPROVED
T-22280,A-3336,A-4288,M-3328,61.09,USD,ECOM,05/29/2025,APPROVED
T-22281,A-3057,A-3445,M-3075,9.15,USD,ATM,02/05/2025,APPROVED
T-22282,A-4203,A-5372,M-3257,6.74,USD,ATM,2024-11-16T08:10:24,APPROVED
T-22283,A-2693,A-3286,M-3485,45.16,USD,ECOM,08/13/2024,APPROVED
T-22284,A-2209,A-3747,M-3434,4.62,USD,ATM,12/30/2024,APPROVED
T-22285,A-4959,A-2689,M-3189,16.27,USD,WIRE,2024-05-05 14:32:09,APPROVED
T-22286,A-2814,A-3096,M-3322,8.46,USD,CASH,2024-02-10 12:30:04,APPROVED
T-22287,A-3464,A-5162,M-3306,93.67,USD,WIRE,2025-07-04,APPROVED
T-22288,A-4298,A-2878,M-3235,28.54,USD,POS,05/29/2024 21:26,APPROVED
T-22289,A-3519,A-2762,M-3091,10.68,USD,WIRE,2024-05-27,APPROVED
T-22290,A-3866,A-4655,M-3450,88.93,USD,ATM,11/09/2024 08:22,APPROVED
T-22291,A-3845,A-5122,M-3170,82.18,USD,POS,2024-04-27T19:27:16,APPROVED
T-22292,A-4961,A-2038,M-3145,17.68,USD,POS,2024-09-19 07:02:00,APPROVED
T-22293,A-3955,A-3314,M-3069,20.24,USD,ATM,2025-03-29,APPROVED
T-22294,A-5486,A-2195,M-3203,38.38,USD,ATM,2024-09-22,APPROVED
T-22295,A-4626,A-2724,M-3418,3.23,USD,POS,06/09/2025,APPROVED
T-22296,A-4730,A-5068,M-3007,71.73,USD,ATM,2024-05-08 22:25:38,APPROVED
T-22297,A-3299,A-3103,M-3305,48.43,USD,ECOM,08/04/2024,APPROVED
T-22298,A-4355,A-3360,M-3092,43.68,USD,ECOM,07/30/2024 23:58,APPROVED
T-22299,A-4756,A-3302,M-3029,4.63,USD,CASH,05/11/2025,APPROVED
T-22300,A-4301,A-2909,M-3452,1.92,USD,CASH,2024-01-19T17:04:20,APPROVED
T-22301,A-2293,A-4851,M-3231,18.02,USD,ECOM,2024-02-25T06:00:07,APPROVED
T-22302,A-3120,A-5374,M-3121,5.88,USD,ATM,2025-01-21,APPROVED
T-22303,A-2807,A-4058,M-3295,190.53,USD,ECOM,2025-07-26 21:44:50,APPROVED
T-22304,A-4969,A-3149,M-3216,33.62,USD,CASH,2024-09-05T04:13:33,APPROVED
T-22305,A-5398,A-3540,M-3023,12.49,USD,CASH,2024-06-05,APPROVED
T-22306,A-2518,A-4143,M-3264,104.28,USD,CASH,04/23/2024 19:13,APPROVED
T-22307,A-4890,A-2875,M-3186,35.1,USD,CASH,05/16/2025 18:53,APPROVED
T-22308,A-3793,A-3732,M-3294,109.21,USD,WIRE,09/03/2024 09:31,APPROVED
T-22309,A-2097,A-4584,M-3500,3.32,USD,WIRE,06/11/2024,PENDING
T-22310,A-2238,A-4628,M-3388,32.74,USD,POS,12/17/2024 15:00,APPROVED
T-22311,A-3451,A-4520,M-3055,15.28,USD,ECOM,2025-01-26,APPROVED
T-22312,A-2111,A-3328,M-3187,62.61,USD,CASH,2024-10-17,APPROVED
T-22313,A-3424,A-5026,M-3191,6.47,USD,ECOM,01/08/2025 11:19,APPROVED
T-22314,A-5142,A-4564,M-3063,23.97,USD,POS,2025-07-28T16:42:48,APPROVED
T-22315,A-2118,A-2085,M-3309,23.2,USD,ATM,04/20/2025,APPROVED
T-22316,A-2377,A-2770,M-3326,33.08,USD,ATM,03/30/2024,APPROVED
T-22317,A-5245,A-3171,M-3078,21.09,USD,POS,2025-03-09 10:55:43,APPROVED
T-22318,A-5409,A-4981,M-3425,18.39,USD,ECOM,2025-01-26,APPROVED
T-22319,A-2443,A-5268,M-3151,26.25,USD,WIRE,2024-04-18 08:06:20,APPROVED
T-22320,A-2168,A-4441,M-3123,33.12,USD,ECOM,01/26/2025 06:37,APPROVED
T-22321,A-3132,A-4389,M-3008,34.56,USD,CASH,2025-05-06T10:18:01,DECLINED
T-22322,A-3290,A-5135,M-3213,49.09,USD,ATM,05/26/2024,APPROVED
T-22323,A-2497,A-2229,M-3173,23.52,USD,CASH,10/02/2024,APPROVED
T-22324,A-2347,A-4188,M-3199,82.1,USD,ATM,2024-10-03 08:33:09,APPROVED
T-22325,A-3348,A-2574,M-3079,19.5,USD,WIRE,12/01/2024 17:44,APPROVED
T-22326,A-3733,A-5318,M-3132,17.24,USD,POS,2024-04-29 15:49:46,APPROVED
T-22327,A-4316,A-4388,M-3339,8.07,USD,ATM,01/10/2025 13:29,APPROVED
T-22328,A-3065,A-4272,M-3189,46.23,USD,CASH,04/02/2025 22:01,APPROVED
T-22329,A-2385,A-4945,M-3165,31.17,USD,CASH,2024-09-14T03:19:14,APPROVED
T-22330,A-3630,A-2234,M-3191,163.33,USD,POS,05/02/2024 20:02,APPROVED
T-22331,A-2251,A-4744,M-3420,8.2,USD,POS,2024-12-15 03:58:31,APPROVED
T-22332,A-4168,A-2709,M-3108,8.89,USD,POS,07/12/2024,APPROVED
T-22333,A-5489,A-2267,M-3393,25.53,USD,POS,2024-01-05,PENDING
T-22334,A-4416,A-5210,M-3360,28.97,USD,ATM,2024-07-28T14:49:41,APPROVED
T-22335,A-5028,A-4909,M-3413,3.46,USD,ECOM,08/30/2024 21:58,APPROVED
T-22336,A-4326,A-2423,M-3278,7.5,USD,ATM,06/17/2024 12:35,APPROVED
T-22337,A-5274,A-3567,M-3370,31.61,USD,ATM,05/29/2025 05:08,APPROVED
T-22338,A-4201,A-2331,M-3249,23.23,USD,ATM,2025-02-01 08:45:09,APPROVED
T-22339,A-4758,A-2439,M-3126,26.54,USD,POS,01/29/2024,APPROVED
T-22340,A-4788,A-4237,M-3170,20.29,USD,WIRE,2024-11-23,APPROVED
T-22341,A-2964,A-4924,M-3478,43.33,USD,CASH,2024-06-04T02:39:57,APPROVED
T-22342,A-2323,A-2749,M-3094,8.73,USD,POS,09/22/2024 22:46,APPROVED
T-22343,A-2812,A-4047,M-3219,3.39,USD,ECOM,2025-07-09 08:04:52,APPROVED
T-22344,A-2652,A-4591,M-3497,30.92,USD,WIRE,2024-12-18 08:32:28,APPROVED
T-22345,A-4423,A-3688,M-3178,108.69,USD,ECOM,2024-04-29,APPROVED
T-22346,A-3077,A-3140,M-3116,22.73,USD,ECOM,2024-01-15T12:21:19,DECLINED
T-22347,A-2261,A-4965,M-3107,31.59,USD,ATM,2025-01-13 04:14:31,APPROVED
T-22348,A-3039,A-2406,M-3359,161.75,USD,WIRE,11/15/2024,APPROVED
T-22349,A-3352,A-4563,M-3183,27.14,USD,ECOM,2025-04-02,APPROVED
T-22350,A-4843,A-3812,M-3178,5.72,USD,CASH,2025-06-01,APPROVED
T-22351,A-4603,A-4903,M-3432,8.35,USD,ECOM,2025-06-26T07:51:14,APPROVED
T-22352,A-5238,A-2514,M-3205,36.66,USD,POS,2025-06-21,APPROVED
T-22353,A-4989,A-4817,M-3386,12.77,USD,ATM,2025-04-15,APPROVED
T-22354,A-5054,A-2629,M-3386,41.25,USD,WIRE,2025-06-24,APPROVED
T-22355,A-3758,A-2577,M-3393,39.99,USD,ATM,2025-07-23T12:04:55,APPROVED
T-22356,A-4969,A-2752,M-3383,29.51,USD,ATM,2024-11-11T14:54:39,APPROVED
T-22357,A-4257,A-5265,M-3333,41.19,USD,ECOM,11/15/2024 12:23,APPROVED
T-22358,A-4620,A-5229,M-3103,46.9,USD,CASH,09/21/2024,APPROVED
T-22359,A-4230,A-3457,M-3392,22.24,USD,ECOM,2024-12-05 11:19:04,APPROVED
T-22360,A-5025,A-4807,M-3112,28.65,USD,WIRE,02/05/2025,APPROVED
T-22361,A-3728,A-3636,M-3438,49.32,USD,ECOM,2024-06-02 21:44:14,APPROVED
T-22362,A-2826,A-3899,M-3248,16.42,USD,ECOM,2024-12-29T04:15:56,APPROVED
T-22363,A-5333,A-4403,M-3112,21.09,USD,POS,01/23/2024,APPROVED
T-22364,A-2713,A-2318,M-3076,68.16,USD,ECOM,2024-08-29,APPROVED
T-22365,A-3440,A-5001,M-3275,36.1,USD,ATM,2024-05-25 14:04:31,APPROVED
T-22366,A-5056,A-3842,M-3034,25.77,USD,WIRE,2024-08-17T13:51:00,APPROVED
T-22367,A-3059,A-3461,M-3408,6.82,USD,CASH,2024-05-21,APPROVED
T-22368,A-3538,A-4899,M-3481,24.29,USD,ATM,2025-06-25,APPROVED
T-22369,A-3605,A-4268,M-3068,12.57,USD,ATM,01/12/2024 03:03,APPROVED
T-22370,A-4149,A-4468,M-3202,11.95,USD,POS,2025-02-15 16:16:25,APPROVED
T-22371,A-5140,A-3344,M-3157,3.35,USD,ATM,08/23/2024 20:08,APPROVED
T-22372,A-3051,A-4751,M-3136,18.06,USD,ATM,2024-07-08 17:41:00,APPROVED
T-22373,A-4074,A-2795,M-3054,11.43,USD,POS,10/19/2024 02:56,APPROVED
T-22374,A-4018,A-2654,M-3236,7.29,USD,CASH,2024-02-07,APPROVED
T-22375,A-4898,A-2812,M-3307,4.99,USD,ECOM,2024-03-31 09:33:43,APPROVED
T-22376,A-2071,A-3898,M-3024,12.07,USD,POS,2024-02-23,APPROVED
T-22377,A-3536,A-4658,M-3438,49.24,USD,CASH,2024-04-25T17:00:46,APPROVED
T-22378,A-3612,A-4210,M-3458,95.55,USD,ECOM,2024-04-05 07:15:03,APPROVED
T-22379,A-4632,A-4504,M-3250,28.52,USD,ECOM,2024-08-02T12:37:59,PENDING
T-22380,A-3787,A-5146,M-3137,20.85,USD,CASH,2024-04-14 08:49:54,PENDING
T-22381,A-4918,A-4090,M-3109,16.06,USD,WIRE,2025-03-02,APPROVED
T-22382,A-2583,A-3268,M-3282,7.8,USD,CASH,2024-06-19 16:53:11,APPROVED
T-22383,A-4140,A-2047,M-3249,39.88,USD,ECOM,06/29/2025 08:51,APPROVED
T-22384,A-4426,A-5010,M-3486,2.42,USD,WIRE,2024-07-20T09:48:08,APPROVED
T-22385,A-2734,A-4640,M-3173,25.42,USD,ATM,01/10/2024 02:48,APPROVED
T-22386,A-5032,A-3783,M-3340,26.68,USD,CASH,12/01/2024,APPROVED
T-22387,A-4336,A-2207,M-3344,283.88,USD,WIRE,02/26/2025 00:11,APPROVED
T-22388,A-3592,A-3840,M-3254,5.42,USD,WIRE,2024-06-22 09:15:28,PENDING
T-22389,A-2338,A-3335,M-3280,16.35,USD,ATM,12/08/2024,APPROVED
T-22390,A-4578,A-2282,M-3281,26.63,USD,WIRE,08/27/2024 01:36,APPROVED
T-22391,A-3881,A-4989,M-3439,29.18,USD,WIRE,2024-05-29,PENDING
T-22392,A-5204,A-5348,M-3217,53.63,USD,ATM,2025-02-04T08:30:03,APPROVED
T-22393,A-3811,A-5379,M-3101,6.19,USD,WIRE,2024-10-24,APPROVED
T-22394,A-2076,A-4709,M-3408,16.63,USD,CASH,2024-12-18,APPROVED
T-22395,A-3132,A-5366,M-3206,10.57,USD,WIRE,2025-02-16T00:25:13,APPROVED
T-22396,A-5486,A-2837,M-3331,8.94,USD,POS,2025-04-26T11:14:23,APPROVED
T-22397,A-3364,A-2744,M-3001,20.24,USD,POS,06/21/2025 15:48,APPROVED
T-22398,A-4917,A-2657,M-3409,47.24,USD,ECOM,2024-04-10 12:13:57,APPROVED
T-22399,A-4380,A-2861,M-3476,9.14,USD,ATM,2024-08-31,APPROVED
T-22400,A-2845,A-4317,M-3374,9.91,USD,CASH,2024-03-15T08:32:11,APPROVED
T-22401,A-2410,A-4426,M-3169,10.36,USD,ATM,2024-06-02 14:38:17,APPROVED
T-22402,A-2065,A-3510,M-3068,22.61,USD,POS,2024-08-14T05:18:48,APPROVED
T-22403,A-4418,A-4880,M-3446,4.77,USD,POS,04/23/2025 17:12,APPROVED
T-22404,A-3963,A-3169,M-3009,23.76,USD,CASH,2024-09-21 00:22:32,DECLINED
T-22405,A-4439,A-4698,M-3432,-35.08,USD,ATM,2025-07-15,APPROVED
T-22406,A-3856,A-3236,M-3329,20.47,USD,WIRE,02/11/2025 12:14,APPROVED
T-22407,A-4139,A-5365,M-3109,29.46,USD,POS,02/01/2025,APPROVED
T-22408,A-3126,A-3863,M-3199,4.46,USD,ATM,05/18/2025,APPROVED
T-22409,A-2695,A-4841,M-3393,13.05,USD,CASH,2024-01-17,APPROVED
T-22410,A-2119,A-3427,M-3285,-6.12,USD,CASH,2024-05-17T10:49:27,APPROVED
T-22411,A-3759,A-2577,M-3300,14.51,USD,POS,2024-01-03 08:03:39,APPROVED
T-22412,A-4533,A-4612,M-3023,11.97,USD,ECOM,2024-01-17T15:51:29,APPROVED
T-22413,A-4662,A-5252,M-3400,-27.0,USD,CASH,12/19/2024 00:26,APPROVED
T-22414,A-2005,A-2093,M-3350,19.44,USD,CASH,2024-03-11,APPROVED
T-22415,A-2059,A-4399,M-3027,32.74,USD,ATM,03/15/2025 00:44,APPROVED
T-22416,A-4071,A-5500,M-3058,36.32,USD,CASH,02/05/2025,APPROVED
T-22417,A-2128,A-3421,M-3430,18.24,USD,ECOM,2025-05-29,APPROVED
T-22418,A-5314,A-5125,M-3086,15.02,USD,POS,2024-04-05T07:52:40,APPROVED
T-22419,A-2167,A-2350,M-3179,6.67,USD,ECOM,2024-06-09T14:09:44,APPROVED
T-22420,A-2086,A-3340,M-3177,4.41,USD,WIRE,07/14/2024 16:58,APPROVED
T-22421,A-4700,A-2387,M-3254,152.63,USD,WIRE,2024-09-23 05:45:13,APPROVED
T-22422,A-4704,A-2791,M-3225,34.1,USD,CASH,2025-01-12T04:13:07,APPROVED
T-22423,A-2697,A-2470,M-3463,59.8,USD,WIRE,03/09/2025,APPROVED
T-22424,A-2135,A-5201,M-3465,20.77,USD,POS,2024-04-24 00:21:49,APPROVED
T-22425,A-4804,A-2234,M-3351,16.79,USD,CASH,2024-08-03T21:18:38,APPROVED
T-22426,A-4833,A-4086,M-3177,52.09,USD,ECOM,10/09/2024 12:38,APPROVED
T-22427,A-3645,A-3782,M-3063,12.15,USD,WIRE,2025-04-11 07:11:43,DECLINED
T-22428,A-2334,A-3134,M-3147,7.17,USD,ECOM,2024-01-11,APPROVED
T-22429,A-3433,A-2804,M-3062,89.78,USD,ECOM,2024-01-24,APPROVED
T-22430,A-2483,A-3328,M-3045,11.86,USD,POS,2024-09-02 08:34:59,DECLINED
T-22431,A-5395,A-4309,M-3164,21.93,USD,ECOM,2024-06-23T20:23:10,APPROVED
T-22432,A-5316,A-3979,M-3294,450.99,USD,CASH,2024-11-25T08:10:05,APPROVED
T-22433,A-5144,A-4205,M-3425,7.06,USD,POS,02/23/2025 23:31,APPROVED
T-22434,A-2662,A-4086,M-3291,77.52,USD,WIRE,2024-11-26T15:56:37,APPROVED
T-22435,A-4681,A-3467,M-3020,18.94,USD,WIRE,2024-08-07T12:59:31,APPROVED
T-22436,A-5339,A-3107,M-3311,17.06,USD,ATM,08/14/2024,DECLINED
T-22437,A-4617,A-5184,M-3408,6.77,USD,CASH,2024-02-22,APPROVED
T-22438,A-5204,A-4795,M-3293,17.3,USD,CASH,2024-04-07T02:28:33,PENDING
T-22439,A-5125,A-2061,M-3013,6.05,USD,POS,12/01/2024,APPROVED
T-22440,A-3255,A-3745,M-3129,24.57,USD,WIRE,2024-09-03 17:34:25,APPROVED
T-22441,A-3467,A-4315,M-3167,22.95,USD,ATM,05/25/2024 08:33,APPROVED
T-22442,A-4615,A-3683,M-3152,16.72,USD,ECOM,08/19/2024 19:49,APPROVED
T-22443,A-4267,A-3653,M-3135,19.17,USD,ECOM,05/22/2025 10:36,APPROVED
T-22444,A-3233,A-3554,M-3430,18.3,USD,ECOM,11/10/2024,APPROVED
T-22445,A-3112,A-5485,M-3459,29.73,USD,CASH,2024-10-17 21:53:31,APPROVED
T-22446,A-4189,A-3089,M-3490,18.64,USD,ATM,2025-02-02T23:35:08,APPROVED
T-22447,A-4238,A-4120,M-3377,23.34,USD,POS,04/15/2024,APPROVED
T-22448,A-2073,A-3259,M-3309,17.31,USD,ECOM,2024-08-17T09:03:14,APPROVED
T-22449,A-2766,A-3479,M-3440,17.82,USD,POS,2024-03-02,APPROVED
T-22450,A-2389,A-2445,M-3256,21.1,USD,ATM,05/21/2024 10:52,APPROVED
T-22451,A-2349,A-4523,M-3331,5.12,USD,POS,2025-06-24,APPROVED
T-22452,A-5466,A-3897,M-3352,65.44,USD,ATM,2024-01-20T21:13:36,APPROVED
T-22453,A-3159,A-2161,M-3319,31.84,USD,ATM,03/19/2024,APPROVED
T-22454,A-2175,A-3954,M-3230,29.5,USD,WIRE,2025-04-22T13:31:16,APPROVED
T-22455,A-2350,A-3372,M-3153,7.54,USD,ECOM,04/13/2024,APPROVED
T-22456,A-2158,A-5094,M-3199,6.84,USD,WIRE,07/11/2024,DECLINED
T-22457,A-5288,A-3620,M-3424,41.2,USD,POS,2025-01-30,APPROVED
T-22458,A-2485,A-3635,M-3351,5.52,USD,POS,2025-07-09T00:59:14,APPROVED
T-22459,A-3767,A-3283,M-3004,34.3,USD,ECOM,2024-11-22,APPROVED
T-22460,A-3411,A-5380,M-3013,8.75,USD,CASH,2025-02-28,APPROVED
T-22461,A-2331,A-3822,M-3245,1.72,USD,WIRE,2025-03-05 02:46:22,PENDING
T-22462,A-2744,A-2544,M-3084,26.7,USD,CASH,03/03/2025,APPROVED
T-22463,A-2431,A-4382,M-3175,96.79,USD,ECOM,07/02/2024,APPROVED
T-22464,A-3785,A-3522,M-3127,14.99,USD,WIRE,2024-11-09T01:01:30,APPROVED
T-22465,A-5001,A-2350,M-3422,31.58,USD,POS,2024-09-25T11:21:31,APPROVED
T-22466,A-2195,A-4897,M-3072,20.09,USD,CASH,2024-12-21T10:55:34,APPROVED
T-22467,A-4909,A-4655,M-3014,15.66,USD,ATM,08/20/2024 09:21,APPROVED
T-22468,A-3808,A-4268,M-3061,25.43,USD,POS,2024-01-12,APPROVED
T-22469,A-2016,A-4271,M-3437,19.02,USD,CASH,12/10/2024,APPROVED
T-22470,A-4617,A-3064,M-3242,24.09,USD,WIRE,2024-08-05,APPROVED
T-22471,A-3599,A-3914,M-3386,30.89,USD,POS,2024-12-15,APPROVED
T-22472,A-2506,A-4877,M-3404,4.19,USD,ECOM,2024-07-09T05:02:52,APPROVED
T-22473,A-3822,A-3068,M-3342,6.38,USD,ATM,07/19/2025 09:43,APPROVED
T-22474,A-2871,A-4398,M-3486,44.9,USD,ATM,2024-04-19 03:34:31,APPROVED
T-22475,A-3417,A-3293,M-3002,27.61,USD,ATM,2025-01-14 07:29:37,APPROVED
T-22476,A-4914,A-3453,M-3059,5.41,USD,WIRE,2024-02-14T22:49:09,APPROVED
T-22477,A-4941,A-5048,M-3275,11.98,USD,ECOM,2025-06-21 19:45:42,APPROVED
T-22478,A-3024,A-3785,M-3221,31.63,USD,ATM,2024-07-05 19:29:09,APPROVED
T-22479,A-4527,A-4184,M-3491,37.71,USD,WIRE,11/13/2024 13:29,APPROVED
T-22480,A-3397,A-2158,M-3352,19.73,USD,CASH,02/28/2025 00:49,APPROVED
T-22481,A-4435,A-2785,M-3004,37.37,USD,ATM,2024-07-05T07:08:47,APPROVED
T-22482,A-3536,A-5301,M-3207,14.85,USD,CASH,2024-05-02 05:43:52,APPROVED
T-22483,A-2702,A-2927,M-3368,17.86,USD,POS,2024-03-06 03:21:47,APPROVED
T-22484,A-2784,A-3482,M-3478,9.18,USD,CASH,2024-11-30,APPROVED
T-22485,A-5045,A-3627,M-3342,3.82,USD,WIRE,07/30/2024 11:12,APPROVED
T-22486,A-5294,A-3573,M-3433,13.4,USD,CASH,09/18/2024,APPROVED
T-22487,A-4688,A-4949,M-3381,6.52,USD,POS,2024-09-21 19:25:24,APPROVED
T-22488,A-3810,A-4474,M-3138,16.09,USD,WIRE,2024-04-07 15:41:44,APPROVED
T-22489,A-3334,A-3285,M-3358,24.51,USD,ECOM,2024-07-25T14:50:35,APPROVED
T-22490,A-3344,A-4195,M-3448,22.4,USD,ATM,02/26/2024 07:03,APPROVED
T-22491,A-2738,A-4319,M-3306,13.56,USD,ATM,2025-01-19T04:44:08,APPROVED
T-22492,A-4739,A-2054,M-3197,15.85,USD,POS,01/29/2025,APPROVED
T-22493,A-3195,A-2197,M-3459,27.9,USD,POS,2024-05-22 16:55:18,APPROVED
T-22494,A-4792,A-3911,M-3212,15.88,USD,ATM,03/01/2025 22:24,PENDING
T-22495,A-2022,A-4158,M-3058,52.69,USD,WIRE,2025-06-12T00:53:55,APPROVED
T-22496,A-5063,A-4998,M-3049,17.8,USD,ATM,2024-10-28T03:48:25,APPROVED
T-22497,A-4945,A-3016,M-3119,63.62,USD,ECOM,03/25/2024 20:19,APPROVED
T-22498,A-2548,A-3829,M-3026,77.58,USD,ATM,2025-05-21,APPROVED
T-22499,A-3791,A-4404,M-3484,22.38,USD,ATM,2024-03-09T21:22:26,APPROVED
T-22500,A-3696,A-2987,M-3343,14.54,USD,CASH,05/15/2024,APPROVED
T-22501,A-4603,A-2474,M-3493,14.77,USD,CASH,03/25/2025,APPROVED
T-22502,A-2928,A-4800,M-3148,24.28,USD,CASH,2024-03-16T08:17:24,APPROVED
T-22503,A-4340,A-4584,M-3252,50.75,USD,ATM,04/22/2025 14:12,APPROVED
T-22504,A-3235,A-5041,M-3402,3.29,USD,ATM,04/02/2025 23:20,APPROVED
T-22505,A-4931,A-4374,M-3294,3.71,USD,POS,06/30/2025 21:31,APPROVED
T-22506,A-2078,A-2442,M-3129,62.62,USD,POS,2024-10-14,APPROVED
T-22507,A-4673,A-4792,M-3085,30.94,USD,POS,12/15/2024 00:53,APPROVED
T-22508,A-4954,A-2123,M-3019,2.23,USD,POS,2024-07-30,APPROVED
T-22509,A-5024,A-4534,M-3194,24.8,USD,WIRE,2024-04-06 15:36:22,APPROVED
T-22510,A-3258,A-3354,M-3253,6.27,USD,ATM,2024-05-16T12:02:14,APPROVED
T-22511,A-2677,A-3600,M-3365,20.09,USD,POS,01/14/2025,APPROVED
T-22512,A-3122,A-5302,M-3438,32.5,USD,CASH,11/29/2024 03:50,APPROVED
T-22513,A-3331,A-2553,M-3346,18.11,USD,ATM,2024-03-19 08:13:03,APPROVED
T-22514,A-4385,A-2317,M-3417,5.18,USD,WIRE,04/23/2024,DECLINED
T-22515,A-4488,A-4658,M-3183,62.45,USD,WIRE,2024-06-05T02:45:54,APPROVED
T-22516,A-3329,A-2642,M-3450,13.21,USD,WIRE,2025-05-06,APPROVED
T-22517,A-3401,A-3298,M-3005,24.52,USD,CASH,2024-09-25 18:23:28,APPROVED
T-22518,A-3043,A-4379,M-3177,62.83,USD,CASH,2024-01-11,APPROVED
T-22519,A-3395,A-4675,M-3417,9.45,USD,CASH,03/04/2025,APPROVED
T-22520,A-2928,A-4034,M-3194,71.79,USD,POS,2025-03-26T09:20:10,APPROVED
T-22521,A-2273,A-3396,M-3278,17.46,USD,ATM,02/19/2024,DECLINED
T-22522,A-3986,A-3453,M-3164,18.12,USD,ATM,2024-06-04 21:38:46,APPROVED
T-22523,A-2610,A-4672,M-3275,26.79,USD,POS,2024-09-30 04:35:33,APPROVED
T-22524,A-2444,A-3939,M-3442,37.72,USD,ECOM,2024-11-21 05:27:15,APPROVED
